Reasons to Correct Entry,Unique Identifier,ID,Type,Inventory_By,Location_ID,Location,Department_ID,Department,DEPT_New,EPIC_BLDG,EPIC_DEPT,Flr Pln L,Flr Pln N,Flr Pln D,EPIC_LOC,EPIC_Room,Hostname,Serial,Tag,Domain,WS_Type,WS_Strategy,WS_Function,WS_BCA,WS_Com,WS_Mon_Make_1,WS_Mon_Mod_1,Mon 1,WS_Mon_Make_2,WS_Mon_Mod_2,Mon 2,WS_Mon_Make_3,WS_Mon_Mod_3,Mon 3,WS_Mon_Make_4,WS_Mon_Mod_4,Mon 4,WS_Mon_Com,WS_Prnt_Paper,WS_Prnt_baby_WB,WS_Prnt_WB,WS_Prnt_Pharm,WS_Prnt_Patient,WS_Prnt_Spec,WS_Prnt_Script,WS_Prnt_Local,WS_Prnt_Com,Scanner,Webcam,Bioscript,Badge Rdr,CreditCard Rdr,eSignature Pad,Barcode Rdr,WS_Peri_Com,PRNT_Type,PRNT_Queue_Name,PRNT_EPIC_Name,Network Pntr IP,PRNT_Make,PRNT_Model,PRNT_Tray_1,PRNT_Tray_2,PRNT_Tray_3,PRNT_Tray_4,PRNT_Tray_Lock,PRNT_Label_Size,PRNT_Com,BRD_Make,BRD_Model,BRD_OS,BRD_Attached,BRD_Com,BRD_Mon_Mod_1,BRD_Mon_Res_1,BRD_Mon_Orient_1,BRD_Mon_Size_1,BRD_Mon_Mod_2,BRD_Mon_Res_2,BRD_Mon_Orient_2,BRD_Mon_Size_2,BRD_Mon_Com,Duplicate_of_ID,Flr Pln D String,Flagging Reason
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",607,667386,Printer,tkhan19,446238,Peconic Bay Medical Center,298433,NRSG - Administration,,,,PBMCh - 2,,S8,DOORWAY TO PHARMACY STORAGE,PHARMACY,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Pharmacy Labels,18J180601254,,10.55.19.57,ZEBRA,ZT410,LABEL,LABEL,,,,,PBMCh - 2,,,,,,,,,0,,,,0,,,S8,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",608,667387,Printer,tkhan19,446238,Peconic Bay Medical Center,298401,CT - Pharmacy,,,,PBMCh - 2,,P35,CORNER OF ROOM,PHARMACY,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,NPIB2F3E3,,10.55.2.39,HP,LASERJET M608,PAPER,PAPER,,,,,PBMCh - 2,,,,,,,,,0,,,,0,,,P35,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",609,668218,Workstation,ggray,446238,Peconic Bay Medical Center,298401,CT - Pharmacy,,,,PBMCh - 2,,W218,RIGHT SIDE WALL FIRST COMPUTER WITH DOUBLE MONITOR,TP02446,WRI130HM002,MJ0JLKF6,,PBMC.ORG,Desktop,Personal,Office,0,"12/4, PBMCh - 2",THINKVISION,S24E,24,LENOVO,E1920A,20,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W218,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",610,668309,Printer,jcarela,446238,Peconic Bay Medical Center,298401,CT - Pharmacy,,,,PBMCh - 2,,P37,RIGHT SIDE OG ENTRANCE,TP2146,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,HP64FB06,,10.55.19.166,HP,OFFICEJET PRO 9020,PLAIN PAPER,PLAIN PAPAER,,,,,PBMCh - 2,,,,,,,,,0,,,,0,,,P37,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",611,668434,Workstation,rborrelli,446238,Peconic Bay Medical Center,298434,NRSG - Education,,,,PBMCh - 2,,L11,LAPTOP LEFT OF ENTRANCE ON DESK,2167,LW10RI130NED100,PF27L0VE,L044327,PBMC.ORG,Laptop,Personal,Office,0,PBMCh - 2,LENOVO,T490,14,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,L11,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",612,668453,Workstation,ggray,446238,Peconic Bay Medical Center,563421,POS - Central Sterile,,,,PBMCh - 2,,W221,NEXT TO BIOHAZARD DOOR ON THE LEFT FIRST COMPUTER,TP02310,WW10RI130SPD001,MJ05PF0J,,PBMC.ORG,Desktop,Personal,Med Room,0,"12/4, PBMCh - 2",DELL,1704FPV,17,,,0,,,0,,,0,,,,,,,ZEBRA/GK420T,,,,,,,,,,HONEYWELL/1902,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W221,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",613,668455,Workstation,jcarela,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,W224,SECOND FROM ENTRANCE,PATHOLOGY LABORATORY,WRI130PGY001,MJ0HB2SX,D097176,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 2,DELL,1917,19,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W224,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",614,668456,Workstation,tkhan19,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,W226,ON DESK,PATHOLOGY LABORATORY GROSSING ROOM,WRI130PGY009,MJ0CZ2GQ,D082375,PBMC.ORG,Desktop,Shared,Exam/Treatment Room,0,PBMCh - 2,LENOVO,T2224D,24,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W226,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",615,668458,Workstation,rborrelli,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,W223,WORKSTATION IN CORNER ON RIGHT,PATHOLOGY LAB,WRI130PGY006,MJ09Z4C8,D073828,PBMC.ORG,Desktop,Shared,Office,1,PBMCh - 2,LENOVO,E2054,20,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W223,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",616,668460,Workstation,ggray,446238,Peconic Bay Medical Center,563421,POS - Central Sterile,,,,PBMCh - 2,,W220,NEXT TO BIOHAZARD DOOR SECOND COMPUTER,TP02310,STER-WIN-PC100,5W1B3M153N1,,PBMC.ORG,Desktop,Personal,Med Room,0,PBMCh - 2,ACER,V173,17,,,0,,,0,,,0,,,,,,,ZEBRA/GK420T,,,,,,,,,,HONEYWELL / 1902,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W220,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",617,668461,Printer,rborrelli,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,P39,RIGHT CORNER AGAINST WALL ON END TABLE,PATHOLOGY LAB,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,PBMC-APL01,,10.55.12.168,HP,LASERJET M608,PLAIN,,,,,,PBMCh - 2,,,,,,,,,0,,,,0,,,P39,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",618,668462,Printer,tkhan19,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,S10,RIGHT CORNER OF ROOM,PATHOLOGY LABORATORY,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Specimen Labels,pbmc-apc03,,10.55.17.83,ZEBRA,ZT230,LABEL,,,,,,PBMCh - 2,,,,,,,,,0,,,,0,,,S10,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",619,668463,Workstation,jcarela,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,W222,NEXT TO PRINTER,PATHOLOGY LABORATORY ROOM,wri130pgy010,FDYH1G3,,NSLIJHS.NET,Desktop,Personal,Med Room,0,PBMCh - 2,DELL,DELL 24,24,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W222,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",620,668464,Printer,tkhan19,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,S11,RIGHT CORNER OF ROOM,PATHOLOGY LAB,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Specimen Labels,PBMC-APC01,,10.55.17.11,ZEBRA,ZT411,LABEL,LABEL,,,,,PBMCh - 2,,,,,,,,,0,,,,0,,,S11,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",621,668465,Workstation,rborrelli,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,W228,FAR SIDE OF ROOM RIGHT CORNER,PATHOLOY LAB,WRI130PGY004,MJ083TMV,D069534,PBMC.ORG,Desktop,Shared,Office,1,PBMCh - 2,LENOVO,T2224PD,22,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL 1952,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W228,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",622,668467,Workstation,rborrelli,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,W227,MIDDLE DESK OPPOSITE OF DOOR,PATHOLOGY OFFICE,WRI130PGY005,MJ0EZH2M,D087601,PBMC.ORG,Desktop,Shared,Office,1,PBMCh - 2,LENOVO,T2224PD,22,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL 1952,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W227,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",623,668470,Printer,rborrelli,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,S12,CENTER DESK OPPOSITE OF DOOR,PATHOLOGY LAB,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Specimen Labels,PBMC-APC02,,10.55.17.12,ZEBRA,ZT411,SPECIMEN,,,,1.0,,PBMCh - 2,,,,,,,,,0,,,,0,,,S12,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",624,668479,Workstation,jcarela,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,W225,RIGHT SIDE OF ENTRANCE,PATHOLOGY LABORATORY ROOM,WRI130PGY007,MJ0BHC4T,D079067,PBMC.ORG,Desktop,Personal,Med Room,0,PBMCh - 2,LENOVO,2054A,20,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W225,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",625,668480,Workstation,tkhan19,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,W229,DESK,TP2319 BETWEEN CENTRAL STERILE AND EQUIPMENT ROOM,WW10RI130PAD001,MJ0CHHEW,D078931,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 2,LENOVO,T24I-10,24,,,0,,,0,,,0,,,,,,,,,HP/LASERJET PRO M402N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W229,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",626,668483,Workstation,tkhan19,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,W230,DESK NEXT TO SINK,244 SPECIAL PROCEDURE,VDI-2NB-I-244-20174243e059,NP97F1063N,,PBMC.ORG,Desktop,Shared,Exam/Treatment Room,1,PBMCh - 2,LG,24CK550Z,24,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL/1950,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W230,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",627,668486,Workstation,rperez26,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PMBCh - 2,,W233,OFFICE TP2308 / NEAR PATHOLOGY LABORATORY,TP2308,WRI130PGY003,MJ0J8J2F,D097541,NSLIJHS.NET,Desktop,Personal,Office,0,INCORRECT PHYSICAL HOSTNAME TAG / PBMCh - 2,THINKVISION,S22E-20,22,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W233,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",628,668487,Workstation,ggray,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,W231,FIRST COMPUTER ON THE LEFT HAND SIDE,PATHOLOGY,WRI130PGY008,MJ09Z4BY,D073829,PBMC.ORG,Desktop,Personal,Office,0,12/4 PBMCh - 2,THINK VISION,S22E-20,22,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W231,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",629,668488,Workstation,ggray,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,W232,IN THE SECOND OFFICE ROOM,PATHOLOGY OFFICE,WRI130PGY002,MJ0J8J2E,,PBMC.ORG,Desktop,Personal,Office,0,"12/4, PBMCh - 2",THINK VISION,S22E-20,22,DELL,PRO 4300,26,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W232,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",630,668490,Workstation,jcarela,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,W234,LEFT SIDE OF ENTRANCE,WOMANS LOCKER ROOM,WRI130OPR003,MJ03UWZC,DC00898,PBMC.ORG,Desktop,Personal,Nurse Station,0,PBMCh - 2,DELL,1917,19,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W234,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",631,668491,Workstation,tkhan19,446238,Peconic Bay Medical Center,298420,Infection Prevention,,,,PBMCh - 2,,W235,MAIN DESK,TP02302 INFECTION PREVENTION,WW10RI130IFC002,MJ04LZK5,,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 2,DELL,P1913,19,DELL,P1913,19,,,0,,,0,,10.55.7.145,,,,,,,,,,NEXIGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W235,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",632,668492,Workstation,jcarela,446238,Peconic Bay Medical Center,298420,Infection Prevention,,,,PBMCh - 2,,W237,LEFT SIDE OF ENTRANCE,TP2302,WRI130INP001,MJ0J7TE8,D102540,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 2,LENOVO,S22E-20,22,LENOVO,S22E-20,22,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W237,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",633,668493,Printer,tkhan19,446238,Peconic Bay Medical Center,298420,Infection Prevention,,,,PBMCh - 2,,P40,DESK,INFECTION PREVENTION OFFICE TP02302,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,NPI79B5E5,,10.55.7.145,HP,LASERJET M283FDW,PAPER,PAPER,,,,,PBMCh - 2,,,,,,,,,0,,,,0,,,P40,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",634,668494,Workstation,jcarela,446238,Peconic Bay Medical Center,298420,Infection Prevention,,,,PBMCh - 2,,W236,SECOND LEFT OF OFFICE / INFECTION PREVENTION OFFICE,TP02302,WW10RI130IFC01,MJ0827Z7,D069437,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 2,LENOVO,E2054,20,LENOVO,E2054,20,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W236,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",635,668496,Workstation,jcarela,446238,Peconic Bay Medical Center,298420,Infection Prevention,,,,PBMCh - 2,,L10,RIGHT SIDE OF PRINTER,ON CALL ROOM 2,LW10RI130GME003,MP1E2H9B,,PBMC.ORG,Laptop,Personal,Office,0,PBMCh - 2,LENOVO,T14,14,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,L10,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",636,668497,Workstation,tkhan19,446238,Peconic Bay Medical Center,563560,Stroke Center,,,,PBMCh - 2,,L14,ON BED,ON CALL ROOM 2,LWPBGMEW10LT04,PF16KH5W,,NSLIJHS.NET,Laptop,Personal,Office,0,PBMCh - 2,LENOVO,L580,15,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,L14,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",637,668498,Workstation,rborrelli,446238,Peconic Bay Medical Center,298441,NSRG - Cardiac Cath Unit,,,,PBMCh - 3,,W8,LEFT OF BED IN SUITE,N307,VDI-3NO-N-00-20174243da15,NP96D106JU,,PBMC.ORG,Desktop,Shared,Patient Room,1,PBMCh - 3,LG,UNKNOWN CLOUD,24,,,0,,,0,,,0,,,,,,,,,,,,,,IMPRAVATA,,,HONEYWELL 1902,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W8,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",638,668499,Workstation,ggray,446238,Peconic Bay Medical Center,563387,Laboratory,,,,PBMCh - 2,,W7,N305,RECOVERY STATION,VDI-3NO-N-00-20174243d4fe,NP96D106BU,,PBMC.ORG,Desktop,Personal,Patient Room,0,12/4 PBMCh - 3,LG,23CAV42K,23,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL-1952,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W7,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",639,668501,Workstation,rborrelli,446238,Peconic Bay Medical Center,298441,NSRG - Cardiac Cath Unit,,,,PBMCh - 3,,W5,WORKSTATION ON LEFT COUNTER IN ROOM,N310,VDI-3NO-N-00-20174243da18,NP96D106K9,,PBMC.ORG,Desktop,Shared,Patient Room,1,PBMCh - 3,LG,UNKNOWN CLOUD,24,,,0,,,0,,,0,,,,,,,,,,,,,,IMPRAVATA RFIDEAS,,,HONEYWELL 1902,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W5,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",640,668502,Workstation,tkhan19,446238,Peconic Bay Medical Center,563508,Residency - Medicine,,,,PBMCh - 2,,W98,LEFT OF DESK,ON CALL ROOM 1,VDI-GME-N-00-785dc8beda60,NP91S1055L,,PBMC.ORG,Desktop,Shared,Office,0,PBMCh - 2,LG,24CAV37K,24,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W98,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",641,668503,Workstation,jcarela,446238,Peconic Bay Medical Center,563508,Residency - Medicine,,,,PBMCh - 2,,W151,SECOND LEFT SIDE / PBMCh - 2,ON CALL ROOM 1,WW10RI130MED003,MJ0DGQRZ,D082498,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 2,LENOVO,S22E-19,22,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W151,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",642,668504,Printer,rborrelli,446238,Peconic Bay Medical Center,298441,NSRG - Cardiac Cath Unit,,,,PBMCh - 3,,P4,PRINTER ON DESK,N325A / NURSE MANAGER,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,NPI43A2F9,,10.55.22.124,HP,COLOR LASERJET PRO M452DN,PLAIN PAPER,,,,,,PBMCh - 3,,,,,,,,,0,,,,0,,,P4,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",643,668505,Printer,ggray,446238,Peconic Bay Medical Center,298441,NSRG - Cardiac Cath Unit,,,,PBMCh - 2,,P3,NURSE STATION CENTER ON THE FRONT DESK,RECOVERY STATION PBMCH -3 FLOOR,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,NPIF06326,,169.254.243.91,HP,COLOR LASER JET PRO M452DN,PLAIN,,,,1.0,,12/4 PBMCh - 3,,,,,,,,,0,,,,0,,,P3,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",644,668506,Workstation,ggray,446238,Peconic Bay Medical Center,298441,NSRG - Cardiac Cath Unit,,,,PBMCh - 3,,W17,LEFT DOOR FROM ROOM 337,RECOVERY STATION,WRI130VAS001,MJ0L8ETE,D107099,NSLIJHS.NET,Desktop,Shared,Patient Room,0,12/4 PBMCh - 3,THINKCENTER,23CAV42K,24,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W17,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",645,668507,Workstation,rperez26,446238,Peconic Bay Medical Center,298441,NSRG - Cardiac Cath Unit,,,,PMBCh - 3,,W16,338 - PATIENT ROOM FORMERLY WAITING ROOM/DESKTOP IS ON THE LEFT SIDE,338,WRI130VAS002,MJ0L8ET8,D107100,PBMC.ORG,Desktop,Shared,Patient Room,0,PBMCh - 3,THINKCENTRE,12NA-GAR1-WW,24,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W16,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",646,668511,Printer,rborrelli,446238,Peconic Bay Medical Center,563390,Cardiac Cath Lab,,,,PBMCh - 3,,P6,ON COUNTER IN CONTROL(NOT IN OPERATING ROOM ITSELF),C-330,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,NPIB91197,,10.55.195.9,HP,LASERJET PRO M402N,PLAIN PAPER,,,,,,PBMCh - 3,,,,,,,,,0,,,,0,,,P6,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan",647,668512,Printer,ggray,446238,Peconic Bay Medical Center,563390,Cardiac Cath Lab,,,,PBMCh - 3,,P5,ON LEFT WALL BEHIND GLASS BETWEEN 2 COMPUTERS,C-330,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,HP7BEC72,,10.55.195.7,HP,PRO M404N,PLAIN,,,,1.0,,12/4 PBMCh - 3,,,,,,,,,0,,,,0,,,P5,"Missing New Floor Plan, Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan"
